record_id,material_name,known_evidence_records_raw,unique_positive_h3_cells,positive_h3_r3_groups,positive_soil_complete_cells,positive_soil_complete_rate,background_cells_sampled,background_soil_complete_rate,spatial_cv_folds,oof_positive_rows,oof_background_rows,baseline_roc_auc,soilgrids_roc_auc,delta_roc_auc,delta_roc_auc_group_bootstrap_ci95_low,delta_roc_auc_group_bootstrap_ci95_high,baseline_average_precision,soilgrids_average_precision,delta_average_precision,baseline_recall_at_background_top5pct,soilgrids_recall_at_background_top5pct,delta_recall_at_background_top5pct,baseline_brier_score,soilgrids_brier_score,folds_with_positive_auc_gain,folds_with_negative_auc_gain,minimum_test_positive_to_training_positive_km,admission_gate_result,soilgrids_feature_admission_decision,decision_reason,production_scoring_status,candidate_scores_recomputed,experiment_version,background_interpretation,baseline_features_json,soilgrids_features_json
SOIL-ABL-MANGANESE,Manganese,130,86,27,86,1.00000000,2580,0.98992248,5,86,2580,0.85936542,0.77081305,-0.08855237,-0.19154387,-0.02012720,0.12175828,0.09702700,-0.02473127,0.19767442,0.19767442,0.00000000,0.07004811,0.07122988,0,5,51.65622740,False,not_admitted_performance_degraded,paired_out_of_fold_roc_auc_decreased,not_admitted_shadow_evaluation_only,False,soilgrids-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""soilgrids_phh2o_0_5cm_mean"",""soilgrids_phh2o_30_60cm_mean"",""soilgrids_clay_0_5cm_mean"",""soilgrids_clay_30_60cm_mean"",""soilgrids_sand_0_5cm_mean"",""soilgrids_sand_30_60cm_mean"",""soilgrids_silt_0_5cm_mean"",""soilgrids_silt_30_60cm_mean"",""soilgrids_soc_0_5cm_mean"",""soilgrids_soc_30_60cm_mean"",""soilgrids_cec_0_5cm_mean"",""soilgrids_cec_30_60cm_mean"",""soilgrids_nitrogen_0_5cm_mean"",""soilgrids_nitrogen_30_60cm_mean"",""soilgrids_bdod_0_5cm_mean"",""soilgrids_bdod_30_60cm_mean"",""soilgrids_cfvo_0_5cm_mean"",""soilgrids_cfvo_30_60cm_mean"",""soilgrids_phh2o_0_5cm_p90_width"",""soilgrids_phh2o_30_60cm_p90_width"",""soilgrids_clay_0_5cm_p90_width"",""soilgrids_clay_30_60cm_p90_width"",""soilgrids_sand_0_5cm_p90_width"",""soilgrids_sand_30_60cm_p90_width"",""soilgrids_silt_0_5cm_p90_width"",""soilgrids_silt_30_60cm_p90_width"",""soilgrids_soc_0_5cm_p90_width"",""soilgrids_soc_30_60cm_p90_width"",""soilgrids_cec_0_5cm_p90_width"",""soilgrids_cec_30_60cm_p90_width"",""soilgrids_nitrogen_0_5cm_p90_width"",""soilgrids_nitrogen_30_60cm_p90_width"",""soilgrids_bdod_0_5cm_p90_width"",""soilgrids_bdod_30_60cm_p90_width"",""soilgrids_cfvo_0_5cm_p90_width"",""soilgrids_cfvo_30_60cm_p90_width""]"
SOIL-ABL-CHROMIUM,Chromium,72,20,11,20,1.00000000,1000,0.99200000,5,20,1000,0.92730000,0.92455000,-0.00275000,-0.03495305,0.05383480,0.28894628,0.38184632,0.09290004,0.65000000,0.55000000,-0.10000000,0.06078396,0.04675525,2,3,50.66605829,False,not_admitted_performance_degraded,paired_out_of_fold_roc_auc_decreased,not_admitted_shadow_evaluation_only,False,soilgrids-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""soilgrids_phh2o_0_5cm_mean"",""soilgrids_phh2o_30_60cm_mean"",""soilgrids_clay_0_5cm_mean"",""soilgrids_clay_30_60cm_mean"",""soilgrids_sand_0_5cm_mean"",""soilgrids_sand_30_60cm_mean"",""soilgrids_silt_0_5cm_mean"",""soilgrids_silt_30_60cm_mean"",""soilgrids_soc_0_5cm_mean"",""soilgrids_soc_30_60cm_mean"",""soilgrids_cec_0_5cm_mean"",""soilgrids_cec_30_60cm_mean"",""soilgrids_nitrogen_0_5cm_mean"",""soilgrids_nitrogen_30_60cm_mean"",""soilgrids_bdod_0_5cm_mean"",""soilgrids_bdod_30_60cm_mean"",""soilgrids_cfvo_0_5cm_mean"",""soilgrids_cfvo_30_60cm_mean"",""soilgrids_phh2o_0_5cm_p90_width"",""soilgrids_phh2o_30_60cm_p90_width"",""soilgrids_clay_0_5cm_p90_width"",""soilgrids_clay_30_60cm_p90_width"",""soilgrids_sand_0_5cm_p90_width"",""soilgrids_sand_30_60cm_p90_width"",""soilgrids_silt_0_5cm_p90_width"",""soilgrids_silt_30_60cm_p90_width"",""soilgrids_soc_0_5cm_p90_width"",""soilgrids_soc_30_60cm_p90_width"",""soilgrids_cec_0_5cm_p90_width"",""soilgrids_cec_30_60cm_p90_width"",""soilgrids_nitrogen_0_5cm_p90_width"",""soilgrids_nitrogen_30_60cm_p90_width"",""soilgrids_bdod_0_5cm_p90_width"",""soilgrids_bdod_30_60cm_p90_width"",""soilgrids_cfvo_0_5cm_p90_width"",""soilgrids_cfvo_30_60cm_p90_width""]"
SOIL-ABL-LEAD,Lead,34,30,22,30,1.00000000,1000,0.99200000,5,30,1000,0.59920000,0.54613333,-0.05306667,-0.14205771,0.01748747,0.04346748,0.05252987,0.00906239,0.03333333,0.16666667,0.13333333,0.14408965,0.13098253,1,4,67.14351624,False,not_admitted_performance_degraded,paired_out_of_fold_roc_auc_decreased,not_admitted_shadow_evaluation_only,False,soilgrids-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""soilgrids_phh2o_0_5cm_mean"",""soilgrids_phh2o_30_60cm_mean"",""soilgrids_clay_0_5cm_mean"",""soilgrids_clay_30_60cm_mean"",""soilgrids_sand_0_5cm_mean"",""soilgrids_sand_30_60cm_mean"",""soilgrids_silt_0_5cm_mean"",""soilgrids_silt_30_60cm_mean"",""soilgrids_soc_0_5cm_mean"",""soilgrids_soc_30_60cm_mean"",""soilgrids_cec_0_5cm_mean"",""soilgrids_cec_30_60cm_mean"",""soilgrids_nitrogen_0_5cm_mean"",""soilgrids_nitrogen_30_60cm_mean"",""soilgrids_bdod_0_5cm_mean"",""soilgrids_bdod_30_60cm_mean"",""soilgrids_cfvo_0_5cm_mean"",""soilgrids_cfvo_30_60cm_mean"",""soilgrids_phh2o_0_5cm_p90_width"",""soilgrids_phh2o_30_60cm_p90_width"",""soilgrids_clay_0_5cm_p90_width"",""soilgrids_clay_30_60cm_p90_width"",""soilgrids_sand_0_5cm_p90_width"",""soilgrids_sand_30_60cm_p90_width"",""soilgrids_silt_0_5cm_p90_width"",""soilgrids_silt_30_60cm_p90_width"",""soilgrids_soc_0_5cm_p90_width"",""soilgrids_soc_30_60cm_p90_width"",""soilgrids_cec_0_5cm_p90_width"",""soilgrids_cec_30_60cm_p90_width"",""soilgrids_nitrogen_0_5cm_p90_width"",""soilgrids_nitrogen_30_60cm_p90_width"",""soilgrids_bdod_0_5cm_p90_width"",""soilgrids_bdod_30_60cm_p90_width"",""soilgrids_cfvo_0_5cm_p90_width"",""soilgrids_cfvo_30_60cm_p90_width""]"
SOIL-ABL-ZINC,Zinc,24,21,17,21,1.00000000,1000,0.99700000,5,21,1000,0.71171429,0.68123810,-0.03047619,-0.17021471,0.11520254,0.04361704,0.04374606,0.00012902,0.09523810,0.09523810,0.00000000,0.17271521,0.12761328,3,2,79.71082847,False,not_admitted_performance_degraded,paired_out_of_fold_roc_auc_decreased,not_admitted_shadow_evaluation_only,False,soilgrids-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""soilgrids_phh2o_0_5cm_mean"",""soilgrids_phh2o_30_60cm_mean"",""soilgrids_clay_0_5cm_mean"",""soilgrids_clay_30_60cm_mean"",""soilgrids_sand_0_5cm_mean"",""soilgrids_sand_30_60cm_mean"",""soilgrids_silt_0_5cm_mean"",""soilgrids_silt_30_60cm_mean"",""soilgrids_soc_0_5cm_mean"",""soilgrids_soc_30_60cm_mean"",""soilgrids_cec_0_5cm_mean"",""soilgrids_cec_30_60cm_mean"",""soilgrids_nitrogen_0_5cm_mean"",""soilgrids_nitrogen_30_60cm_mean"",""soilgrids_bdod_0_5cm_mean"",""soilgrids_bdod_30_60cm_mean"",""soilgrids_cfvo_0_5cm_mean"",""soilgrids_cfvo_30_60cm_mean"",""soilgrids_phh2o_0_5cm_p90_width"",""soilgrids_phh2o_30_60cm_p90_width"",""soilgrids_clay_0_5cm_p90_width"",""soilgrids_clay_30_60cm_p90_width"",""soilgrids_sand_0_5cm_p90_width"",""soilgrids_sand_30_60cm_p90_width"",""soilgrids_silt_0_5cm_p90_width"",""soilgrids_silt_30_60cm_p90_width"",""soilgrids_soc_0_5cm_p90_width"",""soilgrids_soc_30_60cm_p90_width"",""soilgrids_cec_0_5cm_p90_width"",""soilgrids_cec_30_60cm_p90_width"",""soilgrids_nitrogen_0_5cm_p90_width"",""soilgrids_nitrogen_30_60cm_p90_width"",""soilgrids_bdod_0_5cm_p90_width"",""soilgrids_bdod_30_60cm_p90_width"",""soilgrids_cfvo_0_5cm_p90_width"",""soilgrids_cfvo_30_60cm_p90_width""]"
SOIL-ABL-GOLD,Gold,16,14,11,13,0.92857143,1000,0.99400000,5,14,1000,0.54750000,0.45907143,-0.08842857,-0.25598561,0.10146756,0.02109523,0.01364796,-0.00744727,0.07142857,0.00000000,-0.07142857,0.17093025,0.09220356,2,3,83.28720839,False,not_admitted_performance_degraded,paired_out_of_fold_roc_auc_decreased,not_admitted_shadow_evaluation_only,False,soilgrids-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""soilgrids_phh2o_0_5cm_mean"",""soilgrids_phh2o_30_60cm_mean"",""soilgrids_clay_0_5cm_mean"",""soilgrids_clay_30_60cm_mean"",""soilgrids_sand_0_5cm_mean"",""soilgrids_sand_30_60cm_mean"",""soilgrids_silt_0_5cm_mean"",""soilgrids_silt_30_60cm_mean"",""soilgrids_soc_0_5cm_mean"",""soilgrids_soc_30_60cm_mean"",""soilgrids_cec_0_5cm_mean"",""soilgrids_cec_30_60cm_mean"",""soilgrids_nitrogen_0_5cm_mean"",""soilgrids_nitrogen_30_60cm_mean"",""soilgrids_bdod_0_5cm_mean"",""soilgrids_bdod_30_60cm_mean"",""soilgrids_cfvo_0_5cm_mean"",""soilgrids_cfvo_30_60cm_mean"",""soilgrids_phh2o_0_5cm_p90_width"",""soilgrids_phh2o_30_60cm_p90_width"",""soilgrids_clay_0_5cm_p90_width"",""soilgrids_clay_30_60cm_p90_width"",""soilgrids_sand_0_5cm_p90_width"",""soilgrids_sand_30_60cm_p90_width"",""soilgrids_silt_0_5cm_p90_width"",""soilgrids_silt_30_60cm_p90_width"",""soilgrids_soc_0_5cm_p90_width"",""soilgrids_soc_30_60cm_p90_width"",""soilgrids_cec_0_5cm_p90_width"",""soilgrids_cec_30_60cm_p90_width"",""soilgrids_nitrogen_0_5cm_p90_width"",""soilgrids_nitrogen_30_60cm_p90_width"",""soilgrids_bdod_0_5cm_p90_width"",""soilgrids_bdod_30_60cm_p90_width"",""soilgrids_cfvo_0_5cm_p90_width"",""soilgrids_cfvo_30_60cm_p90_width""]"
SOIL-ABL-SILVER,Silver,21,20,15,19,0.95000000,1000,0.99600000,5,20,1000,0.53175000,0.58495000,0.05320000,-0.11899731,0.24738784,0.05003055,0.04616987,-0.00386068,0.25000000,0.25000000,0.00000000,0.11911987,0.09482107,2,3,63.00246496,False,not_admitted_inconclusive_or_below_threshold,one_or_more_predefined_admission_gates_failed,not_admitted_shadow_evaluation_only,False,soilgrids-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""soilgrids_phh2o_0_5cm_mean"",""soilgrids_phh2o_30_60cm_mean"",""soilgrids_clay_0_5cm_mean"",""soilgrids_clay_30_60cm_mean"",""soilgrids_sand_0_5cm_mean"",""soilgrids_sand_30_60cm_mean"",""soilgrids_silt_0_5cm_mean"",""soilgrids_silt_30_60cm_mean"",""soilgrids_soc_0_5cm_mean"",""soilgrids_soc_30_60cm_mean"",""soilgrids_cec_0_5cm_mean"",""soilgrids_cec_30_60cm_mean"",""soilgrids_nitrogen_0_5cm_mean"",""soilgrids_nitrogen_30_60cm_mean"",""soilgrids_bdod_0_5cm_mean"",""soilgrids_bdod_30_60cm_mean"",""soilgrids_cfvo_0_5cm_mean"",""soilgrids_cfvo_30_60cm_mean"",""soilgrids_phh2o_0_5cm_p90_width"",""soilgrids_phh2o_30_60cm_p90_width"",""soilgrids_clay_0_5cm_p90_width"",""soilgrids_clay_30_60cm_p90_width"",""soilgrids_sand_0_5cm_p90_width"",""soilgrids_sand_30_60cm_p90_width"",""soilgrids_silt_0_5cm_p90_width"",""soilgrids_silt_30_60cm_p90_width"",""soilgrids_soc_0_5cm_p90_width"",""soilgrids_soc_30_60cm_p90_width"",""soilgrids_cec_0_5cm_p90_width"",""soilgrids_cec_30_60cm_p90_width"",""soilgrids_nitrogen_0_5cm_p90_width"",""soilgrids_nitrogen_30_60cm_p90_width"",""soilgrids_bdod_0_5cm_p90_width"",""soilgrids_bdod_30_60cm_p90_width"",""soilgrids_cfvo_0_5cm_p90_width"",""soilgrids_cfvo_30_60cm_p90_width""]"
SOIL-ABL-URANIUM,Uranium,1,1,1,1,1.00000000,0,,0,0,0,,,,,,,,,,,,,,0,0,,False,not_evaluated_low_support,fewer_than_10_unique_positive_h3_cells,not_admitted_shadow_evaluation_only,False,soilgrids-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""soilgrids_phh2o_0_5cm_mean"",""soilgrids_phh2o_30_60cm_mean"",""soilgrids_clay_0_5cm_mean"",""soilgrids_clay_30_60cm_mean"",""soilgrids_sand_0_5cm_mean"",""soilgrids_sand_30_60cm_mean"",""soilgrids_silt_0_5cm_mean"",""soilgrids_silt_30_60cm_mean"",""soilgrids_soc_0_5cm_mean"",""soilgrids_soc_30_60cm_mean"",""soilgrids_cec_0_5cm_mean"",""soilgrids_cec_30_60cm_mean"",""soilgrids_nitrogen_0_5cm_mean"",""soilgrids_nitrogen_30_60cm_mean"",""soilgrids_bdod_0_5cm_mean"",""soilgrids_bdod_30_60cm_mean"",""soilgrids_cfvo_0_5cm_mean"",""soilgrids_cfvo_30_60cm_mean"",""soilgrids_phh2o_0_5cm_p90_width"",""soilgrids_phh2o_30_60cm_p90_width"",""soilgrids_clay_0_5cm_p90_width"",""soilgrids_clay_30_60cm_p90_width"",""soilgrids_sand_0_5cm_p90_width"",""soilgrids_sand_30_60cm_p90_width"",""soilgrids_silt_0_5cm_p90_width"",""soilgrids_silt_30_60cm_p90_width"",""soilgrids_soc_0_5cm_p90_width"",""soilgrids_soc_30_60cm_p90_width"",""soilgrids_cec_0_5cm_p90_width"",""soilgrids_cec_30_60cm_p90_width"",""soilgrids_nitrogen_0_5cm_p90_width"",""soilgrids_nitrogen_30_60cm_p90_width"",""soilgrids_bdod_0_5cm_p90_width"",""soilgrids_bdod_30_60cm_p90_width"",""soilgrids_cfvo_0_5cm_p90_width"",""soilgrids_cfvo_30_60cm_p90_width""]"
SOIL-ABL-THORIUM,Thorium,5,5,5,5,1.00000000,0,,0,0,0,,,,,,,,,,,,,,0,0,,False,not_evaluated_low_support,fewer_than_10_unique_positive_h3_cells,not_admitted_shadow_evaluation_only,False,soilgrids-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""soilgrids_phh2o_0_5cm_mean"",""soilgrids_phh2o_30_60cm_mean"",""soilgrids_clay_0_5cm_mean"",""soilgrids_clay_30_60cm_mean"",""soilgrids_sand_0_5cm_mean"",""soilgrids_sand_30_60cm_mean"",""soilgrids_silt_0_5cm_mean"",""soilgrids_silt_30_60cm_mean"",""soilgrids_soc_0_5cm_mean"",""soilgrids_soc_30_60cm_mean"",""soilgrids_cec_0_5cm_mean"",""soilgrids_cec_30_60cm_mean"",""soilgrids_nitrogen_0_5cm_mean"",""soilgrids_nitrogen_30_60cm_mean"",""soilgrids_bdod_0_5cm_mean"",""soilgrids_bdod_30_60cm_mean"",""soilgrids_cfvo_0_5cm_mean"",""soilgrids_cfvo_30_60cm_mean"",""soilgrids_phh2o_0_5cm_p90_width"",""soilgrids_phh2o_30_60cm_p90_width"",""soilgrids_clay_0_5cm_p90_width"",""soilgrids_clay_30_60cm_p90_width"",""soilgrids_sand_0_5cm_p90_width"",""soilgrids_sand_30_60cm_p90_width"",""soilgrids_silt_0_5cm_p90_width"",""soilgrids_silt_30_60cm_p90_width"",""soilgrids_soc_0_5cm_p90_width"",""soilgrids_soc_30_60cm_p90_width"",""soilgrids_cec_0_5cm_p90_width"",""soilgrids_cec_30_60cm_p90_width"",""soilgrids_nitrogen_0_5cm_p90_width"",""soilgrids_nitrogen_30_60cm_p90_width"",""soilgrids_bdod_0_5cm_p90_width"",""soilgrids_bdod_30_60cm_p90_width"",""soilgrids_cfvo_0_5cm_p90_width"",""soilgrids_cfvo_30_60cm_p90_width""]"
SOIL-ABL-COAL,Coal,0,0,0,0,,0,,0,0,0,,,,,,,,,,,,,,0,0,,False,not_evaluated_low_support,fewer_than_10_unique_positive_h3_cells,not_admitted_shadow_evaluation_only,False,soilgrids-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""soilgrids_phh2o_0_5cm_mean"",""soilgrids_phh2o_30_60cm_mean"",""soilgrids_clay_0_5cm_mean"",""soilgrids_clay_30_60cm_mean"",""soilgrids_sand_0_5cm_mean"",""soilgrids_sand_30_60cm_mean"",""soilgrids_silt_0_5cm_mean"",""soilgrids_silt_30_60cm_mean"",""soilgrids_soc_0_5cm_mean"",""soilgrids_soc_30_60cm_mean"",""soilgrids_cec_0_5cm_mean"",""soilgrids_cec_30_60cm_mean"",""soilgrids_nitrogen_0_5cm_mean"",""soilgrids_nitrogen_30_60cm_mean"",""soilgrids_bdod_0_5cm_mean"",""soilgrids_bdod_30_60cm_mean"",""soilgrids_cfvo_0_5cm_mean"",""soilgrids_cfvo_30_60cm_mean"",""soilgrids_phh2o_0_5cm_p90_width"",""soilgrids_phh2o_30_60cm_p90_width"",""soilgrids_clay_0_5cm_p90_width"",""soilgrids_clay_30_60cm_p90_width"",""soilgrids_sand_0_5cm_p90_width"",""soilgrids_sand_30_60cm_p90_width"",""soilgrids_silt_0_5cm_p90_width"",""soilgrids_silt_30_60cm_p90_width"",""soilgrids_soc_0_5cm_p90_width"",""soilgrids_soc_30_60cm_p90_width"",""soilgrids_cec_0_5cm_p90_width"",""soilgrids_cec_30_60cm_p90_width"",""soilgrids_nitrogen_0_5cm_p90_width"",""soilgrids_nitrogen_30_60cm_p90_width"",""soilgrids_bdod_0_5cm_p90_width"",""soilgrids_bdod_30_60cm_p90_width"",""soilgrids_cfvo_0_5cm_p90_width"",""soilgrids_cfvo_30_60cm_p90_width""]"
SOIL-ABL-LIGNITE,Lignite,0,0,0,0,,0,,0,0,0,,,,,,,,,,,,,,0,0,,False,not_evaluated_low_support,fewer_than_10_unique_positive_h3_cells,not_admitted_shadow_evaluation_only,False,soilgrids-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""soilgrids_phh2o_0_5cm_mean"",""soilgrids_phh2o_30_60cm_mean"",""soilgrids_clay_0_5cm_mean"",""soilgrids_clay_30_60cm_mean"",""soilgrids_sand_0_5cm_mean"",""soilgrids_sand_30_60cm_mean"",""soilgrids_silt_0_5cm_mean"",""soilgrids_silt_30_60cm_mean"",""soilgrids_soc_0_5cm_mean"",""soilgrids_soc_30_60cm_mean"",""soilgrids_cec_0_5cm_mean"",""soilgrids_cec_30_60cm_mean"",""soilgrids_nitrogen_0_5cm_mean"",""soilgrids_nitrogen_30_60cm_mean"",""soilgrids_bdod_0_5cm_mean"",""soilgrids_bdod_30_60cm_mean"",""soilgrids_cfvo_0_5cm_mean"",""soilgrids_cfvo_30_60cm_mean"",""soilgrids_phh2o_0_5cm_p90_width"",""soilgrids_phh2o_30_60cm_p90_width"",""soilgrids_clay_0_5cm_p90_width"",""soilgrids_clay_30_60cm_p90_width"",""soilgrids_sand_0_5cm_p90_width"",""soilgrids_sand_30_60cm_p90_width"",""soilgrids_silt_0_5cm_p90_width"",""soilgrids_silt_30_60cm_p90_width"",""soilgrids_soc_0_5cm_p90_width"",""soilgrids_soc_30_60cm_p90_width"",""soilgrids_cec_0_5cm_p90_width"",""soilgrids_cec_30_60cm_p90_width"",""soilgrids_nitrogen_0_5cm_p90_width"",""soilgrids_nitrogen_30_60cm_p90_width"",""soilgrids_bdod_0_5cm_p90_width"",""soilgrids_bdod_30_60cm_p90_width"",""soilgrids_cfvo_0_5cm_p90_width"",""soilgrids_cfvo_30_60cm_p90_width""]"
SOIL-ABL-PETROLEUM,Petroleum,0,0,0,0,,0,,0,0,0,,,,,,,,,,,,,,0,0,,False,not_evaluated_low_support,fewer_than_10_unique_positive_h3_cells,not_admitted_shadow_evaluation_only,False,soilgrids-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""soilgrids_phh2o_0_5cm_mean"",""soilgrids_phh2o_30_60cm_mean"",""soilgrids_clay_0_5cm_mean"",""soilgrids_clay_30_60cm_mean"",""soilgrids_sand_0_5cm_mean"",""soilgrids_sand_30_60cm_mean"",""soilgrids_silt_0_5cm_mean"",""soilgrids_silt_30_60cm_mean"",""soilgrids_soc_0_5cm_mean"",""soilgrids_soc_30_60cm_mean"",""soilgrids_cec_0_5cm_mean"",""soilgrids_cec_30_60cm_mean"",""soilgrids_nitrogen_0_5cm_mean"",""soilgrids_nitrogen_30_60cm_mean"",""soilgrids_bdod_0_5cm_mean"",""soilgrids_bdod_30_60cm_mean"",""soilgrids_cfvo_0_5cm_mean"",""soilgrids_cfvo_30_60cm_mean"",""soilgrids_phh2o_0_5cm_p90_width"",""soilgrids_phh2o_30_60cm_p90_width"",""soilgrids_clay_0_5cm_p90_width"",""soilgrids_clay_30_60cm_p90_width"",""soilgrids_sand_0_5cm_p90_width"",""soilgrids_sand_30_60cm_p90_width"",""soilgrids_silt_0_5cm_p90_width"",""soilgrids_silt_30_60cm_p90_width"",""soilgrids_soc_0_5cm_p90_width"",""soilgrids_soc_30_60cm_p90_width"",""soilgrids_cec_0_5cm_p90_width"",""soilgrids_cec_30_60cm_p90_width"",""soilgrids_nitrogen_0_5cm_p90_width"",""soilgrids_nitrogen_30_60cm_p90_width"",""soilgrids_bdod_0_5cm_p90_width"",""soilgrids_bdod_30_60cm_p90_width"",""soilgrids_cfvo_0_5cm_p90_width"",""soilgrids_cfvo_30_60cm_p90_width""]"
